ID,MedalEarned
16167,0
46486,0
122771,0
72982,0
73084,0
3415,0
112828,0
2923,0
27784,0
29411,0
5001,0
55945,0
129091,0
103528,0
68695,0
95426,0
40969,0
39470,0
80342,0
77025,0
106826,0
103895,0
120318,0
130650,0
6637,0
20248,0
133702,0
33510,0
55899,0
49295,0
73228,0
72233,0
58025,0
78189,0
60841,0
73091,0
35332,0
134317,0
33896,0
89217,0
313,0
16521,0
15653,0
5258,0
85215,0
1245,0
109486,0
125375,0
38037,0
12455,0
97,0
29094,0
54628,0
9367,0
35889,0
79390,0
133848,0
40265,0
79016,0
33827,0
101888,0
95558,0
35942,0
127136,0
9489,0
74171,0
83898,0
60004,0
92799,0
42673,0
28139,0
82023,0
66208,0
77963,0
73605,0
62740,0
3340,0
73801,0
101282,0
54628,0
127441,0
85306,0
57420,0
66185,0
74387,0
27029,0
81374,0
39035,0
32814,0
29737,0
40290,0
73696,0
94423,0
115148,0
49032,0
15717,0
108736,0
95076,0
39212,0
5151,0
9729,0
4674,0
12513,0
19036,0
18054,0
77464,0
133753,0
122354,0
86263,0
42317,0
45413,0
26107,0
79815,0
57001,0
6169,0
128117,0
89553,0
17548,0
5702,0
11154,0
129471,0
131453,0
134349,0
36011,0
44046,0
133543,0
83721,0
118988,0
32747,0
129480,0
94768,0
91644,0
11573,0
65621,0
26685,0
128903,0
118137,0
78045,0
110625,0
65912,0
21881,0
87241,0
30904,0
5638,0
132322,0
97933,0
313,0
105716,0
13058,0
81698,0
126385,0
31363,0
117986,0
53027,0
2170,0
60610,0
112535,0
130547,0
101954,0
55316,0
52795,0
45627,0
101742,0
104858,0
65994,0
116223,0
96722,0
55449,0
83686,0
99861,0
31795,0
104179,0
108726,0
44508,0
7219,0
100853,0
123034,0
82072,0
105842,0
55414,0
34835,0
89490,0
63477,0
83951,0
132785,0
39927,0
56487,0
9272,0
10658,0
54094,0
518,0
921,0
45424,0
6688,0
54395,0
7978,0
75925,0
14054,0
109504,0
108814,0
17168,0
29606,0
15207,0
127062,0
110125,0
71844,0
4119,0
60829,0
2718,0
114187,0
120962,0
52040,0
77657,0
32230,0
73429,0
30752,0
13184,0
110981,0
12961,0
88910,0
10260,0
76347,0
79481,0
21547,0
80538,0
103215,0
77912,0
41560,0
95894,0
4179,0
1833,0
126478,0
22683,0
84895,0
115985,0
98845,0
61513,0
28958,0
66592,0
63443,0
129761,0
62080,0
132291,0
4866,0
134450,0
119649,0
104305,0
107428,0
13463,0
37235,0
50260,0
77330,0
117747,0
83572,0
122915,0
126772,0
116188,0
125613,0
119593,0
78020,0
58725,0
85774,0
62378,0
7675,0
19437,0
89199,0
13888,0
31064,0
19592,0
30979,0
42078,0
121495,0
100244,0
105437,0
108125,0
53190,0
45624,0
129544,0
129730,0
122068,0
132687,0
111099,0
78240,0
9115,0
12765,0
47821,0
123801,0
104342,0
30250,0
122084,0
93399,0
126475,0
86970,0
58462,0
3485,0
85030,0
41806,0
112423,0
102217,0
24776,0
76343,0
77474,0
33510,0
114687,0
98557,0
58291,0
58196,0
87477,0
49227,0
1405,0
57144,0
84834,0
79294,0
92534,0
32000,0
59657,0
7771,0
75031,0
2614,0
18904,0
117768,0
99766,0
38252,0
115858,0
59830,0
133824,0
119795,0
58653,0
68716,0
31527,0
25020,0
92907,0
94278,0
107469,0
56947,0
129790,0
127441,0
38387,0
60673,0
29677,0
123416,0
94664,0
52899,0
129419,0
13544,0
104109,0
38612,0
19943,0
29677,0
2031,0
15766,0
106143,0
13065,0
102889,0
22481,0
87278,0
36601,0
122549,0
113255,0
86239,0
22606,0
61247,0
108024,0
17921,0
44062,0
5096,0
71167,0
52772,0
41286,0
8603,0
82544,0
90271,0
40558,0
35921,0
9839,0
118220,0
22468,0
98690,0
24682,0
47766,0
73829,0
11874,0
39397,0
91175,0
123585,0
36407,0
91673,0
128690,0
7965,0
8650,0
112969,0
119698,0
60833,0
25919,0
606,0
119456,0
28090,0
60592,0
77504,0
50877,0
13588,0
89301,0
83721,0
22604,0
77036,0
132548,0
28681,0
763,0
81141,0
59830,0
21274,0
39569,0
94262,0
30221,0
920,0
20171,0
132887,0
86,1
359,1
379,1
411,1
923,1
963,1
1561,1
1569,1
1569,1
1569,1
1734,1
1734,1
2170,1
2469,1
2469,1
2469,1
2760,1
2892,1
4094,1
4179,1
4667,1
4667,1
4674,1
4782,1
5106,1
5149,1
5159,1
5446,1
5456,1
5482,1
5561,1
5578,1
5702,1
5702,1
5991,1
6025,1
6076,1
6123,1
6164,1
6272,1
6389,1
6406,1
6448,1
6448,1
6471,1
6594,1
6594,1
6642,1
6662,1
6810,1
6890,1
6912,1
6932,1
7219,1
7968,1
8152,1
8204,1
8204,1
8243,1
8385,1
8385,1
8417,1
8556,1
8752,1
8789,1
8794,1
8828,1
8900,1
8902,1
9026,1
9185,1
9185,1
9237,1
9487,1
9487,1
9487,1
9487,1
9634,1
9737,1
9848,1
10188,1
10689,1
10798,1
10907,1
11143,1
11145,1
11380,1
11467,1
11467,1
11616,1
11673,1
11684,1
11839,1
11864,1
11983,1
11983,1
11988,1
11988,1
11988,1
12023,1
12071,1
12086,1
12086,1
12086,1
12244,1
12244,1
12946,1
12946,1
13029,1
13029,1
13029,1
13029,1
13029,1
13029,1
13071,1
13127,1
13428,1
13687,1
13691,1
13691,1
13691,1
13691,1
13691,1
13797,1
13797,1
13797,1
14025,1
14172,1
14810,1
15001,1
15001,1
15075,1
15309,1
15460,1
15473,1
15488,1
15488,1
15669,1
15730,1
15730,1
15907,1
15930,1
15975,1
16209,1
16430,1
16437,1
16617,1
16677,1
16698,1
16698,1
16721,1
16819,1
16973,1
17213,1
17213,1
17300,1
17437,1
17476,1
17478,1
17478,1
17602,1
17606,1
17697,1
17750,1
17985,1
18216,1
18290,1
18404,1
18481,1
18481,1
18683,1
18740,1
18740,1
19169,1
19335,1
19457,1
19630,1
20133,1
20134,1
20182,1
20464,1
21313,1
21313,1
21313,1
21406,1
21881,1
21947,1
21947,1
21954,1
21954,1
21990,1
21990,1
22002,1
22207,1
22207,1
22418,1
22676,1
22710,1
22821,1
22850,1
22941,1
22941,1
22978,1
23533,1
23668,1
23723,1
23735,1
23735,1
23963,1
23974,1
24043,1
24274,1
24440,1
24684,1
24684,1
24687,1
24689,1
25111,1
25157,1
25157,1
25284,1
25284,1
25546,1
25631,1
25670,1
25686,1
25686,1
25690,1
25717,1
25906,1
25919,1
26135,1
26135,1
26374,1
26375,1
26375,1
26509,1
26829,1
26835,1
26975,1
27232,1
27323,1
27366,1
27381,1
28124,1
28811,1
28811,1
28834,1
28959,1
29075,1
29233,1
29336,1
29366,1
29655,1
29947,1
30097,1
30123,1
30135,1
30135,1
30402,1
30642,1
31001,1
31019,1
31205,1
31487,1
31487,1
31552,1
31636,1
31890,1
31890,1
31890,1
32217,1
32339,1
32352,1
32482,1
32862,1
33177,1
33421,1
33457,1
33457,1
33507,1
33507,1
33537,1
33597,1
33606,1
34012,1
34012,1
34012,1
34151,1
34418,1
34638,1
34814,1
35268,1
36356,1
36415,1
36424,1
36669,1
36880,1
36911,1
36933,1
36933,1
36994,1
36996,1
36996,1
37026,1
37083,1
37083,1
37859,1
38037,1
38252,1
38252,1
38252,1
38508,1
38583,1
38590,1
38712,1
38730,1
38753,1
38764,1
39015,1
39035,1
39035,1
39035,1
39035,1
39035,1
39066,1
39163,1
39288,1
39290,1
39291,1
39472,1
39944,1
40155,1
40265,1
40677,1
40969,1
41634,1
41810,1
41810,1
41926,1
42158,1
42211,1
42211,1
42289,1
42293,1
42533,1
42662,1
42662,1
42668,1
42669,1
42669,1
42669,1
42993,1
43065,1
43065,1
43949,1
44597,1
44993,1
44998,1
45004,1
45391,1
45590,1
45967,1
46056,1
46063,1
46180,1
46180,1
46251,1
46275,1
46277,1
46638,1
46839,1
46861,1
47515,1
47515,1
47518,1
47578,1
47664,1
47664,1
47692,1
48076,1
48117,1
48143,1
48173,1
48174,1
48536,1
48696,1
48701,1
48823,1
48851,1
49265,1
49448,1
49611,1
49611,1
49611,1
49611,1
49626,1
49708,1
49812,1
50310,1
50834,1
51403,1
51435,1
51460,1
51721,1
51754,1
52040,1
52442,1
52585,1
52755,1
53094,1
53098,1
53305,1
53492,1
53492,1
53493,1
53904,1
54001,1
54094,1
54270,1
54652,1
54697,1
55335,1
55335,1
55355,1
55396,1
55420,1
55430,1
55430,1
55430,1
55644,1
55653,1
55667,1
56064,1
56084,1
56170,1
56170,1
56308,1
56712,1
57104,1
57263,1
57370,1
57714,1
58042,1
58067,1
58067,1
58343,1
58366,1
58405,1
58429,1
58429,1
58444,1
58614,1
58614,1
58688,1
58843,1
58843,1
58959,1
59323,1
60400,1
60401,1
60449,1
60449,1
60514,1
60514,1
60544,1
60589,1
60589,1
60589,1
60594,1
60594,1
60596,1
60610,1
60617,1
60618,1
60619,1
60623,1
60623,1
60624,1
60628,1
60686,1
60756,1
60779,1
60790,1
60833,1
60939,1
60941,1
61238,1
61238,1
61403,1
61457,1
61878,1
61879,1
61935,1
62104,1
62173,1
62308,1
62530,1
62790,1
62796,1
62815,1
62932,1
62948,1
62972,1
63428,1
63438,1
63456,1
63609,1
63807,1
63882,1
64029,1
64326,1
64342,1
64428,1
64793,1
64805,1
64805,1
64805,1
65181,1
65295,1
65402,1
65568,1
65789,1
65789,1
65854,1
65854,1
65925,1
65978,1
66192,1
66200,1
66349,1
66654,1
66747,1
66747,1
67076,1
67172,1
67233,1
67233,1
67307,1
67640,1
67787,1
68394,1
68525,1
68610,1
68695,1
68787,1
69209,1
69210,1
69210,1
69210,1
69210,1
69210,1
69210,1
69210,1
69259,1
69259,1
69269,1
69854,1
70477,1
70538,1
70538,1
70785,1
70827,1
71196,1
71237,1
71298,1
71298,1
71719,1
71757,1
71969,1
72208,1
72466,1
72466,1
72466,1
72605,1
72693,1
72770,1
72770,1
73383,1
73555,1
73572,1
73758,1
73758,1
73810,1
73817,1
73817,1
73857,1
73857,1
74084,1
74084,1
74090,1
74297,1
74452,1
74659,1
75027,1
75163,1
75189,1
75388,1
75633,1
75753,1
75783,1
75800,1
76386,1
76433,1
76433,1
76433,1
76674,1
76686,1
76686,1
76946,1
76960,1
76987,1
77030,1
77152,1
77152,1
77405,1
77475,1
77522,1
77638,1
77654,1
77654,1
77654,1
77761,1
77818,1
77950,1
78149,1
78155,1
78347,1
78347,1
78746,1
78746,1
78746,1
78834,1
78964,1
78964,1
78964,1
79774,1
79780,1
79880,1
79915,1
79928,1
79970,1
79973,1
80204,1
80287,1
80399,1
80399,1
80419,1
80428,1
80831,1
81060,1
81312,1
81524,1
81550,1
81550,1
81596,1
81759,1
81789,1
81861,1
82147,1
82245,1
82268,1
82416,1
82709,1
83080,1
83313,1
83453,1
83453,1
83502,1
83502,1
83514,1
83738,1
83742,1
83775,1
83925,1
84850,1
85178,1
85183,1
85183,1
85264,1
85513,1
85535,1
85535,1
85567,1
85673,1
85698,1
85913,1
86161,1
86174,1
86319,1
86592,1
86600,1
86600,1
86915,1
86955,1
86970,1
87235,1
87455,1
87455,1
87460,1
87629,1
87674,1
87787,1
88018,1
88073,1
88073,1
88748,1
88881,1
88955,1
89221,1
89301,1
89483,1
90013,1
90101,1
90192,1
90922,1
91163,1
91361,1
91711,1
91841,1
91841,1
91871,1
92134,1
92406,1
92971,1
92988,1
93329,1
93365,1
93839,1
94122,1
94235,1
94343,1
94459,1
94531,1
94650,1
94696,1
94941,1
95110,1
95232,1
95426,1
95562,1
95602,1
95663,1
96598,1
96625,1
96625,1
96628,1
96628,1
96644,1
96929,1
97151,1
97270,1
97388,1
97661,1
97854,1
97880,1
98143,1
98608,1
98650,1
99139,1
99139,1
99139,1
99583,1
99583,1
99753,1
99753,1
99796,1
100254,1
100254,1
100268,1
100388,1
100464,1
100537,1
100548,1
100653,1
100682,1
100730,1
101287,1
101290,1
101290,1
101292,1
101412,1
101483,1
101577,1
101594,1
101660,1
101888,1
102024,1
102421,1
102439,1
102963,1
103041,1
103266,1
103274,1
103274,1
103528,1
103597,1
103685,1
103686,1
103686,1
103723,1
103820,1
103917,1
103933,1
104098,1
104345,1
104352,1
104586,1
104592,1
105164,1
105164,1
105393,1
105429,1
105429,1
105429,1
105434,1
105434,1
105437,1
105457,1
106265,1
106561,1
106561,1
106726,1
107033,1
107033,1
107077,1
107617,1
107643,1
107733,1
107842,1
107891,1
108072,1
108072,1
108127,1
108127,1
108227,1
108276,1
109331,1
109360,1
109404,1
109425,1
109634,1
109824,1
109997,1
109997,1
110125,1
110213,1
110260,1
110388,1
110388,1
110396,1
110475,1
110477,1
110477,1
110554,1
110757,1
110868,1
111505,1
111662,1
112011,1
112011,1
112036,1
112207,1
112418,1
112440,1
112543,1
112543,1
112543,1
112772,1
112800,1
112880,1
112966,1
113380,1
113380,1
113459,1
113722,1
113888,1
114588,1
114611,1
114710,1
115115,1
115148,1
115171,1
115470,1
115509,1
116102,1
116102,1
116331,1
117552,1
117747,1
118133,1
118133,1
118133,1
118215,1
118220,1
118510,1
118633,1
118780,1
118855,1
118855,1
118855,1
118870,1
118937,1
119147,1
119229,1
119229,1
119268,1
119799,1
119898,1
119900,1
119949,1
119949,1
120054,1
120201,1
120203,1
120312,1
120312,1
120385,1
120451,1
120562,1
120633,1
120780,1
120781,1
121078,1
121580,1
121637,1
121637,1
121660,1
121754,1
122374,1
122393,1
122581,1
122609,1
122666,1
123034,1
123088,1
123088,1
123155,1
123205,1
123628,1
123788,1
124002,1
124089,1
124089,1
124241,1
124241,1
124804,1
125359,1
125422,1
125730,1
125943,1
126334,1
126475,1
126777,1
126777,1
126950,1
127190,1
127553,1
127973,1
127973,1
128007,1
128033,1
128033,1
128039,1
128039,1
128112,1
128646,1
128646,1
128675,1
128757,1
128757,1
128757,1
128757,1
128773,1
128815,1
128997,1
129022,1
129022,1
129205,1
129356,1
129521,1
129523,1
129659,1
129704,1
129759,1
130043,1
130471,1
130471,1
130547,1
130565,1
130582,1
130657,1
130657,1
130695,1
130704,1
130704,1
130714,1
130725,1
130734,1
130734,1
131145,1
131230,1
131283,1
131283,1
131283,1
131284,1
131336,1
131541,1
131638,1
131761,1
131761,1
131847,1
132276,1
132776,1
132785,1
132887,1
132960,1
132960,1
133202,1
133219,1
133222,1
133222,1
133512,1
134278,1
134278,1
134712,1
134843,1
134948,1
135095,1
135313,1
135313,1
135313,1
135409,1
135544,1
