,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
54818,28090,Arturo Di Mezza,M,31.0,168.0,63.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,,0,0,-13.49,-13.45,4.97
54819,28091,Gennaro Di Napoli,M,20.0,182.0,62.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,2.32,-11.07,-5.3
54820,28091,Gennaro Di Napoli,M,24.0,182.0,62.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,1.68,-11.85,-1.6
54821,28091,Gennaro Di Napoli,M,28.0,182.0,62.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 5,000 metres",,0,0,0.94,-13.31,2.05
54860,28113,Vito Di Terlizzi,M,30.0,170.0,62.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Marathon,,0,0,-8.47,-10.44,4.95
54861,28114,Gerardo di Tolla Barraza,M,21.0,171.0,66.0,Peru,PER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,-7.55,-6.46,-4.3
54862,28114,Gerardo di Tolla Barraza,M,21.0,171.0,66.0,Peru,PER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,,0,0,-7.55,-6.46,-4.3
54871,28120,Mamadou Chrif Dia,M,31.0,180.0,70.0,Mali,MLI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,,0,0,-0.9,-4.48,4.39
54872,28121,Mansour Mamadou Dia,M,23.0,191.0,85.0,Senegal,SEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Triple Jump,,0,0,12.45,12.54,-2.3
54873,28121,Mansour Mamadou Dia,M,27.0,191.0,85.0,Senegal,SEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Triple Jump,,0,0,11.93,12.12,1.77
54874,28121,Mansour Mamadou Dia,M,31.0,191.0,85.0,Senegal,SEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Triple Jump,,0,0,11.98,12.16,5.77
54877,28124,El Hadji Amadou Dia B,M,25.0,190.0,72.0,Senegal,SEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,,0,0,10.81,0.38,0.28
54878,28124,El Hadji Amadou Dia B,M,25.0,190.0,72.0,Senegal,SEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,10.81,0.38,0.28
54879,28124,El Hadji Amadou Dia B,M,29.0,190.0,72.0,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,Silver,1,0,10.32,-1.07,3.7
54880,28124,El Hadji Amadou Dia B,M,29.0,190.0,72.0,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,0,1,10.32,-1.07,3.7
54881,28124,El Hadji Amadou Dia B,M,33.0,190.0,72.0,Senegal,SEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,,0,1,9.68,-1.85,7.4
54891,28130,Iuri Diachk'ovi,M,20.0,196.0,100.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,17.53,27.56,-5.05
54918,28139,Stphane Diagana,M,23.0,186.0,80.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,,0,0,5.68,6.15,-2.6
54919,28139,Stphane Diagana,M,23.0,186.0,80.0,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,5.68,6.15,-2.6
54930,28147,Mohamed Diakit,M,22.0,176.0,69.0,Guinea,GUI,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,,0,0,-3.5,-3.07,-2.86
54931,28148,Soriba Diakit,M,23.0,178.0,78.0,Guinea,GUI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,-2.32,4.15,-2.6
54932,28148,Soriba Diakit,M,23.0,178.0,78.0,Guinea,GUI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0,0,-2.32,4.15,-2.6
54941,28155,Boubacar Diallo,M,25.0,176.0,65.0,Senegal,SEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,-3.5,-7.07,0.14
54942,28155,Boubacar Diallo,M,25.0,176.0,65.0,Senegal,SEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,,0,0,-3.5,-7.07,0.14
54943,28155,Boubacar Diallo,M,25.0,176.0,65.0,Senegal,SEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-3.5,-7.07,0.14
54944,28155,Boubacar Diallo,M,29.0,176.0,65.0,Senegal,SEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,-3.19,-6.62,4.28
54945,28155,Boubacar Diallo,M,29.0,176.0,65.0,Senegal,SEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,-3.19,-6.62,4.28
54952,28162,Mamadou Diallo,M,29.0,180.0,70.0,Senegal,SEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,,0,0,0.81,-1.62,4.28
54987,28184,Ousmane Diarra,M,24.0,185.0,73.0,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,5.32,-0.07,-1.3
54988,28184,Ousmane Diarra,M,24.0,185.0,73.0,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,5.32,-0.07,-1.3
54989,28185,Ousmane Diarra,M,21.0,186.0,82.0,Mali,MLI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,6.32,8.93,-4.3
54990,28185,Ousmane Diarra,M,21.0,186.0,82.0,Mali,MLI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,0,0,6.32,8.93,-4.3
54991,28185,Ousmane Diarra,M,25.0,186.0,82.0,Mali,MLI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,5.68,8.15,-0.6
54992,28185,Ousmane Diarra,M,25.0,186.0,82.0,Mali,MLI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,,0,0,5.68,8.15,-0.6
54993,28185,Ousmane Diarra,M,29.0,186.0,82.0,Mali,MLI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,4.94,6.69,3.05
54994,28185,Ousmane Diarra,M,29.0,186.0,82.0,Mali,MLI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,,0,0,4.94,6.69,3.05
55042,28213,Hamidou Diawara,M,24.0,181.0,78.0,Senegal,SEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,1.81,6.38,-0.72
55060,28221,Andrs Manuel Daz Daz,M,27.0,187.0,71.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,,0,0,5.94,-4.31,1.05
55061,28221,Andrs Manuel Daz Daz,M,31.0,187.0,71.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,0,0,5.51,-5.45,4.97
55062,28222,Rafael ngel Estuardo Daz Granillo,M,22.0,179.0,66.0,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,,0,0,-0.19,-5.62,-2.72
55076,28233,Edgardo Daz Daz,M,24.0,188.0,77.0,Puerto Rico,PUR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,,0,0,7.68,3.15,-1.6
55077,28233,Edgardo Daz Daz,M,28.0,188.0,77.0,Puerto Rico,PUR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,,0,0,6.94,1.69,2.05
55132,28266,Jos Ignacio Daz Velzquez,M,36.0,168.0,67.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,0,0,-12.9,-7.48,9.39
55135,28268,Joseph Diaz,M,18.0,174.0,63.0,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-5.68,-10.07,-7.3
55141,28274,Linus Clifford Diaz,M,26.0,162.0,52.0,Sri Lanka,SRI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Marathon,,0,0,-16.47,-20.44,0.95
55152,28283,Mauricio Hernn Daz Castro,M,32.0,171.0,59.0,Chile,CHI,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 10,000 metres",,0,0,-10.49,-17.45,5.97
55162,28291,Rodobaldo Daz Arrambarry,M,26.0,178.0,71.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,-1.07,-1.88,0.77
55163,28291,Rodobaldo Daz Arrambarry,M,26.0,178.0,71.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,-1.07,-1.88,0.77
55183,28303,Yunior Daz Zayas,M,21.0,190.0,78.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,8.43,1.27,-5.18
55274,28345,Derek Paul Dickenson,M,26.0,183.0,105.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Hammer Throw,,0,0,2.85,30.36,1.12
55275,28345,Derek Paul Dickenson,M,30.0,183.0,105.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Hammer Throw,,0,0,3.5,32.93,5.14
55304,28359,Wyndell Douglas Dickinson,M,28.0,183.0,86.0,United States Virgin Islands,ISV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,,0,0,2.68,12.15,2.4
55305,28359,Wyndell Douglas Dickinson,M,28.0,183.0,86.0,United States Virgin Islands,ISV,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,2.68,12.15,2.4
55320,28369,"Gordon E. ""Gord"" Dickson",M,28.0,175.0,54.0,Canada,CAN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Marathon,,0,0,-3.47,-18.44,2.95
55332,28377,Thomas Dickson,M,22.0,183.0,70.0,Saint Vincent and the Grenadines,VIN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,1.94,-5.31,-3.95
55358,28394,Michele Didoni,M,22.0,175.0,68.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,,0,0,-6.06,-7.31,-3.95
55359,28394,Michele Didoni,M,26.0,175.0,68.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,,0,0,-6.49,-8.45,-0.03
55429,28428,Brian Lee Diemer,M,22.0,176.0,64.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,1,0,-3.19,-7.62,-2.72
55430,28428,Brian Lee Diemer,M,26.0,176.0,64.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,1,-3.68,-9.07,0.7
55431,28428,Brian Lee Diemer,M,30.0,176.0,64.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,1,-4.32,-9.85,4.4
55469,28454,Oscar Diesel,M,22.0,178.0,74.0,Paraguay,PAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,,0,0,-1.19,2.38,-2.72
55470,28454,Oscar Diesel,M,22.0,178.0,74.0,Paraguay,PAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,,0,0,-1.19,2.38,-2.72
55471,28455,Walter Diel,M,25.0,195.0,94.0,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,,0,0,15.93,21.12,-0.23
55472,28456,Bernd Diener,M,22.0,170.0,60.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 5,000 metres",,0,0,-9.07,-12.88,-3.23
55580,28488,Samba Diye,M,23.0,185.0,75.0,Senegal,SEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,5.98,2.16,-2.23
55581,28488,Samba Diye,M,27.0,185.0,75.0,Senegal,SEN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 400 metres,,0,0,4.85,0.36,2.12
55680,28533,Calvin Leroy Dill,M,20.0,175.0,75.0,Bermuda,BER,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,,0,0,-5.15,0.36,-4.88
55681,28533,Calvin Leroy Dill,M,20.0,175.0,75.0,Bermuda,BER,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-5.15,0.36,-4.88
55692,28538,Karsten Dilla,M,27.0,188.0,82.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,,0,0,7.1,7.52,0.39
55822,28599,Rostislav Bogomilov Dimitrov,M,25.0,185.0,80.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,,0,0,3.51,3.55,-1.03
55823,28600,Rumen Dimitrov,M,29.0,175.0,77.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,,0,0,-5.9,2.52,2.39
55855,28622,Euripidis Dimosthenous,M,23.0,180.0,70.0,Cyprus,CYP,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,0,0,-1.06,-5.31,-2.95
55856,28622,Euripidis Dimosthenous,M,27.0,180.0,70.0,Cyprus,CYP,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,-1.49,-6.45,0.97
55858,28624,"Stylianos ""Stelios"" Dimotsios",M,25.0,183.0,81.0,Greece,GRE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,1.51,4.55,-1.03
55859,28624,"Stylianos ""Stelios"" Dimotsios",M,29.0,183.0,81.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,1.38,4.12,2.83
55860,28624,"Stylianos ""Stelios"" Dimotsios",M,29.0,183.0,81.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,1.38,4.12,2.83
55861,28624,"Stylianos ""Stelios"" Dimotsios",M,33.0,183.0,81.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,1.43,4.27,6.82
55863,28626,Anatoly Dimov,M,24.0,178.0,59.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-1.5,-13.07,-0.86
55910,28653,Bla Dinesz,M,29.0,175.0,73.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 50 kilometres Walk,,0,0,-3.47,0.56,3.95
55948,28676,Yohann Diniz,M,30.0,185.0,66.0,France,FRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,,0,0,3.43,-10.73,3.82
55949,28676,Yohann Diniz,M,34.0,185.0,66.0,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,,0,0,3.16,-10.87,7.71
55950,28676,Yohann Diniz,M,38.0,185.0,66.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,0,0,4.1,-8.48,11.39
55962,28681,Belayneh Dinsamo,M,30.0,168.0,62.0,Ethiopia,ETH,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,,0,0,-13.06,-13.31,4.05
56009,28698,Renato Dionisi,M,16.0,180.0,75.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,,0,0,1.45,2.54,-9.3
56010,28698,Renato Dionisi,M,24.0,180.0,75.0,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Pole Vault,,0,0,0.98,2.16,-1.23
56027,28708,Malick Diop,M,22.0,181.0,70.0,Senegal,SEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,2.45,-2.46,-3.3
56052,28719,Cheikh Touradou Diouf,M,24.0,175.0,68.0,Senegal,SEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,,0,0,-4.5,-4.07,-0.86
56053,28719,Cheikh Touradou Diouf,M,24.0,175.0,68.0,Senegal,SEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-4.5,-4.07,-0.86
56066,28728,Justice Dipeba,M,22.0,176.0,62.0,Botswana,BOT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,,0,0,-5.06,-13.31,-3.95
56083,28740,"Antonius Marinus Hendricus Maria ""Tonnie"" Dirks",M,31.0,176.0,62.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,,0,0,-4.32,-11.85,5.4
56096,28750,Dieudonn Disi,M,25.0,168.0,57.0,Rwanda,RWA,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",,0,0,-13.62,-19.88,-1.17
56097,28750,Dieudonn Disi,M,29.0,168.0,57.0,Rwanda,RWA,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",,0,0,-13.57,-19.73,2.82
56125,28757,Sriyantha Subash A. Dissanayake,M,23.0,176.0,66.0,Sri Lanka,SRI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,-4.32,-7.85,-2.6
56126,28757,Sriyantha Subash A. Dissanayake,M,23.0,176.0,66.0,Sri Lanka,SRI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,,0,0,-4.32,-7.85,-2.6
56133,28763,Dominik Distelberger,M,26.0,186.0,81.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,,0,0,5.1,6.52,-0.61
56135,28765,Yoyaga Dit Fatogoma Dit Coulibaly,M,25.0,172.0,67.0,Cote d'Ivoire,CIV,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,-6.55,-5.46,-0.3
56136,28765,Yoyaga Dit Fatogoma Dit Coulibaly,M,29.0,172.0,67.0,Cote d'Ivoire,CIV,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,-7.07,-5.88,3.77
56141,28768,Zachariah Ditetso,M,27.0,171.0,58.0,Botswana,BOT,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 5,000 metres",,0,0,-9.32,-15.85,1.4
56151,28776,Allah Ditta,M,27.0,179.0,79.0,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,,0,0,0.53,6.56,1.95
56153,28778,"Bala ""Kuda"" Ditta",M,27.0,183.0,73.0,Malaysia,MAS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,0,0,4.45,0.54,1.7
56154,28778,"Bala ""Kuda"" Ditta",M,27.0,183.0,73.0,Malaysia,MAS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,4.45,0.54,1.7
56186,28788,Thomas Dittrich,M,25.0,186.0,85.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,,0,0,6.5,12.93,0.14
56242,28811,Walter Dix,M,22.0,175.0,80.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,Bronze,1,1,-6.57,3.27,-4.18
56243,28811,Walter Dix,M,22.0,175.0,80.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,Bronze,1,0,-6.57,3.27,-4.18
56263,28823,"Frederick Arthur ""Fred"" Dixon",M,26.0,193.0,85.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,,0,0,12.85,10.36,1.12
56294,28834,"Rodney Phillip ""Rod"" Dixon",M,22.0,186.0,70.0,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",Bronze,1,0,6.98,-2.84,-3.23
56295,28834,"Rodney Phillip ""Rod"" Dixon",M,26.0,186.0,70.0,New Zealand,NZL,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 5,000 metres",,0,1,5.85,-4.64,1.12
56296,28834,"Rodney Phillip ""Rod"" Dixon",M,34.0,186.0,70.0,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,,0,1,6.81,-1.62,9.28
56307,28842,Slaven Dizdarevi,M,27.0,194.0,90.0,Slovakia,SVK,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,0,0,12.43,13.27,0.82
56310,28845,Jn Diriksson,M,25.0,194.0,79.0,Iceland,ISL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,,0,0,14.5,6.93,0.14
56311,28845,Jn Diriksson,M,25.0,194.0,79.0,Iceland,ISL,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",,0,0,14.5,6.93,0.14
56316,28850,Hadhari Djaffar Saindou,M,17.0,180.0,60.0,Comoros,COM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,,0,0,-1.06,-15.31,-8.95
56317,28850,Hadhari Djaffar Saindou,M,21.0,180.0,60.0,Comoros,COM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,-1.49,-16.45,-5.03
56318,28850,Hadhari Djaffar Saindou,M,25.0,180.0,60.0,Comoros,COM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,-1.62,-16.88,-1.17
56320,28852,Houssein Djama Egueh,M,24.0,180.0,60.0,Djibouti,DJI,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,-0.32,-13.85,-1.6
56328,28857,Makarios Djan,M,29.0,170.0,65.0,Ghana,GHA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-9.19,-6.62,4.28
56331,28860,Ren Mldj Djdjml,M,26.0,186.0,80.0,Cote d'Ivoire,CIV,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,,0,0,6.81,8.38,1.28
56332,28860,Ren Mldj Djdjml,M,26.0,186.0,80.0,Cote d'Ivoire,CIV,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,6.81,8.38,1.28
56333,28860,Ren Mldj Djdjml,M,30.0,186.0,80.0,Cote d'Ivoire,CIV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,6.32,6.93,4.7
56343,28867,Leslie Djhone,M,23.0,187.0,76.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,5.38,-0.88,-3.17
56344,28867,Leslie Djhone,M,23.0,187.0,76.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,5.38,-0.88,-3.17
56345,28867,Leslie Djhone,M,27.0,187.0,76.0,France,FRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,0,0,5.43,-0.73,0.82
56354,28872,Kmob Djirmassal,M,30.0,186.0,80.0,Chad,CHA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,,0,0,6.81,8.38,5.28
56368,28880,Menzi Dlamini,M,33.0,167.0,80.0,Swaziland,SWZ,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,,0,0,-14.62,3.12,6.83
56371,28883,Sipho Dlamini,M,19.0,180.0,65.0,Swaziland,SWZ,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,,0,0,-0.32,-8.85,-6.6
56372,28883,Sipho Dlamini,M,19.0,180.0,65.0,Swaziland,SWZ,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,-0.32,-8.85,-6.6
56377,28887,Norman Dlomo,M,33.0,165.0,55.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,,0,0,-16.57,-21.73,6.82
56391,28893,Piotr Dugosielski,M,23.0,176.0,64.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,-5.49,-12.45,-3.03
56440,28917,Ruslan Hryhorovych Dmytrenko,M,26.0,180.0,67.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,,0,0,-1.84,-9.87,-0.29
56441,28917,Ruslan Hryhorovych Dmytrenko,M,30.0,180.0,67.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,,0,0,-0.9,-7.48,3.39
56483,28938,Clodoaldo Lopes do Carmo,M,24.0,172.0,60.0,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-8.32,-13.85,-1.6
56484,28938,Clodoaldo Lopes do Carmo,M,28.0,172.0,60.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,-9.06,-15.31,2.05
56524,28958,Patryk Dobek,M,22.0,187.0,75.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,,0,0,6.1,0.52,-4.61
56525,28959,Norbert Dobeleit,M,24.0,185.0,82.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,0,1,5.32,8.93,-1.3
56526,28959,Norbert Dobeleit,M,24.0,185.0,82.0,West Germany,FRG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,1,0,5.32,8.93,-1.3
56530,28963,Pascal Dobert,M,26.0,185.0,68.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase",,0,0,3.51,-8.45,-0.03
56537,28969,Konrad Waldemar Dobler,M,35.0,178.0,63.0,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,,0,0,-2.32,-10.85,9.4
