ID,MedalValue
126301,0
126334,0
126427,0
126440,0
126708,0
126732,0
126950,0
126969,0
127136,0
127488,0
128773,0
128806,0
129002,0
129053,0
129329,0
129346,0
129346,0
129369,0
129404,0
129419,0
129516,0
129636,0
129704,0
129755,0
130025,0
130052,0
130072,0
130169,0
130170,0
130284,0
130542,0
130596,0
130640,0
130734,0
130923,0
131047,0
131144,0
131283,0
131521,0
131739,0
131739,0
131965,0
132027,0
132177,0
132303,0
132379,0
132564,0
132580,0
132641,0
133046,0
133718,0
133825,0
134084,0
134265,0
134363,0
134363,0
134373,0
134489,0
134633,0
134898,0
135095,0
135124,0
135246,0
86,1
379,1
411,1
923,1
963,1
1270,1
1561,1
1569,1
1569,1
1673,1
2170,1
2469,1
2469,1
2760,1
2892,1
3011,1
4094,1
4179,1
4617,1
4667,1
4667,1
4674,1
4782,1
5106,1
5150,1
5159,1
5446,1
5482,1
5561,1
5578,1
5702,1
5991,1
6025,1
6123,1
6123,1
6164,1
6272,1
6406,1
6448,1
6594,1
6642,1
6662,1
6810,1
6890,1
6901,1
6912,1
6932,1
7038,1
7430,1
7605,1
7968,1
7968,1
8058,1
8059,1
8152,1
8204,1
8243,1
8243,1
8267,1
8385,1
8417,1
8556,1
8752,1
8789,1
8794,1
8828,1
8900,1
8902,1
9185,1
9237,1
9343,1
9487,1
9487,1
9490,1
9634,1
9638,1
9848,1
9998,1
10158,1
10188,1
10689,1
10798,1
11143,1
11143,1
11145,1
11380,1
11424,1
11467,1
11467,1
11839,1
11839,1
11983,1
11988,1
11988,1
11988,1
12086,1
12086,1
12086,1
12244,1
12882,1
12946,1
12946,1
13018,1
13029,1
13029,1
13029,1
13029,1
13071,1
13127,1
13131,1
13404,1
13428,1
13691,1
13691,1
13691,1
13797,1
14025,1
14128,1
14172,1
14383,1
14544,1
14810,1
15001,1
15001,1
15075,1
15097,1
15309,1
15460,1
15473,1
15488,1
15488,1
15571,1
15704,1
15730,1
15930,1
16430,1
16677,1
16698,1
16721,1
16819,1
17174,1
17213,1
17213,1
17300,1
17437,1
17476,1
17478,1
17478,1
17606,1
17618,1
17697,1
17697,1
17737,1
17737,1
17750,1
17976,1
18216,1
18290,1
18481,1
18481,1
18683,1
18740,1
19335,1
19630,1
20134,1
21313,1
21406,1
21550,1
21550,1
21851,1
21881,1
21947,1
21954,1
21954,1
21990,1
22002,1
22157,1
22162,1
22162,1
22207,1
22676,1
22676,1
22698,1
22821,1
22821,1
22850,1
22941,1
22941,1
22978,1
23482,1
23482,1
23668,1
23711,1
23723,1
23723,1
23963,1
23974,1
24043,1
24252,1
24274,1
24440,1
24635,1
24678,1
24678,1
24684,1
24684,1
24689,1
24731,1
25111,1
25111,1
25111,1
25157,1
25157,1
25157,1
25228,1
25284,1
25284,1
25546,1
25635,1
25669,1
25670,1
25686,1
25686,1
25686,1
25694,1
26135,1
26135,1
26135,1
26375,1
26375,1
26509,1
26509,1
26835,1
26975,1
27183,1
27232,1
27323,1
27366,1
27381,1
27966,1
27978,1
28124,1
28428,1
28539,1
28539,1
28539,1
28539,1
28811,1
28811,1
28819,1
28834,1
29164,1
29233,1
29366,1
29473,1
29655,1
29947,1
29966,1
30097,1
30097,1
30123,1
30123,1
30402,1
30642,1
30661,1
31001,1
31122,1
31205,1
31487,1
31487,1
31498,1
31636,1
31890,1
31890,1
31940,1
32217,1
32339,1
32352,1
32482,1
32862,1
32964,1
33177,1
33421,1
33438,1
33457,1
33507,1
33547,1
33597,1
33598,1
34012,1
34012,1
34151,1
34208,1
34638,1
34814,1
35268,1
36062,1
36356,1
36415,1
36424,1
36669,1
36880,1
36933,1
36933,1
36994,1
36996,1
37026,1
37083,1
37733,1
38037,1
38252,1
38252,1
38508,1
38590,1
38712,1
38730,1
38737,1
38753,1
38764,1
39015,1
39029,1
39035,1
39035,1
39035,1
39156,1
39163,1
39288,1
39290,1
39291,1
39390,1
39472,1
39508,1
39944,1
40155,1
40677,1
40969,1
40969,1
41133,1
41634,1
41788,1
41788,1
41810,1
41888,1
41952,1
42158,1
42211,1
42293,1
42296,1
42296,1
42533,1
42662,1
42662,1
42668,1
42668,1
42669,1
43065,1
43490,1
43949,1
44091,1
44201,1
44473,1
44473,1
44935,1
44993,1
45004,1
45314,1
45391,1
45590,1
45709,1
45819,1
45967,1
45972,1
46056,1
46094,1
46159,1
46180,1
46180,1
46193,1
46193,1
46251,1
46275,1
46277,1
46370,1
46370,1
46638,1
46638,1
47299,1
47464,1
47515,1
47515,1
47518,1
47664,1
47664,1
47692,1
48076,1
48117,1
48143,1
48174,1
48484,1
48536,1
48560,1
48599,1
48689,1
48696,1
48701,1
48823,1
48851,1
49109,1
49204,1
49328,1
49448,1
49611,1
49611,1
49611,1
49626,1
49708,1
49812,1
50310,1
50834,1
51403,1
51460,1
51469,1
51632,1
51708,1
52040,1
52716,1
52755,1
52899,1
53094,1
53098,1
53478,1
53492,1
53493,1
53825,1
53904,1
54094,1
54164,1
54269,1
54273,1
54297,1
54652,1
54697,1
54919,1
55323,1
55335,1
55335,1
55361,1
55396,1
55420,1
55422,1
55430,1
55430,1
55444,1
55444,1
55667,1
55685,1
55688,1
56170,1
56308,1
56327,1
56989,1
57104,1
57263,1
57275,1
57280,1
57370,1
57573,1
57714,1
57773,1
57856,1
57950,1
58067,1
58067,1
58251,1
58283,1
58366,1
58405,1
58429,1
58429,1
58429,1
58444,1
58614,1
58614,1
58788,1
59323,1
60401,1
60449,1
60492,1
60514,1
60514,1
60589,1
60589,1
60594,1
60610,1
60623,1
60623,1
60624,1
60628,1
60686,1
60756,1
60779,1
60790,1
60833,1
60835,1
60939,1
60941,1
61238,1
61403,1
61457,1
61878,1
61935,1
62104,1
62308,1
62790,1
62932,1
62932,1
62932,1
62948,1
63438,1
63807,1
64019,1
64019,1
64029,1
64151,1
64342,1
64425,1
64469,1
64700,1
64793,1
64805,1
64805,1
64805,1
65181,1
65286,1
65542,1
65568,1
65654,1
65789,1
65789,1
65854,1
65854,1
66002,1
66192,1
66200,1
66349,1
66358,1
66747,1
66790,1
66916,1
66916,1
67076,1
67172,1
67233,1
67307,1
67589,1
67640,1
67787,1
68394,1
68525,1
68610,1
69209,1
69210,1
69210,1
69210,1
69210,1
69210,1
69210,1
69259,1
69259,1
69693,1
69854,1
70201,1
70310,1
70477,1
70477,1
70532,1
70538,1
70538,1
70785,1
70785,1
70785,1
70827,1
71196,1
71196,1
71237,1
71298,1
71298,1
71719,1
71757,1
71969,1
72116,1
72278,1
72337,1
72379,1
72466,1
72466,1
72466,1
72770,1
73021,1
73383,1
73555,1
73758,1
73810,1
73817,1
73857,1
74084,1
74084,1
74090,1
74452,1
74489,1
74659,1
75189,1
75388,1
75388,1
75633,1
75753,1
75783,1
75800,1
76200,1
76386,1
76409,1
76409,1
76433,1
76433,1
76533,1
76533,1
76534,1
76534,1
76682,1
76960,1
77030,1
77152,1
77391,1
77405,1
77470,1
77519,1
77654,1
77654,1
77680,1
77680,1
77680,1
77680,1
77761,1
77818,1
77877,1
77950,1
77950,1
78149,1
78347,1
78347,1
78347,1
78746,1
78746,1
78834,1
78962,1
78964,1
78964,1
78964,1
78964,1
79272,1
79596,1
79608,1
79871,1
79880,1
79915,1
79928,1
79970,1
80066,1
80066,1
80204,1
80399,1
80399,1
80419,1
80428,1
80831,1
81060,1
81550,1
81550,1
81596,1
81638,1
81759,1
81789,1
81861,1
81914,1
82245,1
82268,1
82302,1
82302,1
82302,1
82416,1
82541,1
82709,1
82984,1
83080,1
83305,1
83313,1
83502,1
83514,1
83742,1
83775,1
83925,1
84850,1
85183,1
85183,1
85257,1
85257,1
85513,1
85535,1
85535,1
85554,1
85673,1
85698,1
85913,1
85913,1
86161,1
86600,1
86823,1
86915,1
86970,1
87235,1
87460,1
87629,1
87674,1
87674,1
87787,1
88018,1
88073,1
88073,1
88073,1
88745,1
88748,1
88881,1
88955,1
89221,1
89301,1
89483,1
90010,1
90013,1
90034,1
90101,1
90192,1
90192,1
90331,1
90922,1
91361,1
91787,1
91871,1
92136,1
92691,1
92710,1
92971,1
93329,1
93365,1
94122,1
94235,1
94343,1
94459,1
94469,1
94650,1
94696,1
94777,1
95110,1
95110,1
95140,1
95426,1
95602,1
95683,1
96301,1
96302,1
96614,1
96625,1
96628,1
96628,1
96644,1
97151,1
97270,1
97388,1
97661,1
97822,1
97822,1
97832,1
97925,1
98143,1
98650,1
99139,1
99139,1
99354,1
99727,1
99753,1
99753,1
99895,1
100097,1
100254,1
100254,1
100317,1
100317,1
100388,1
100464,1
100480,1
100480,1
100653,1
100682,1
100682,1
100730,1
101290,1
101290,1
101292,1
101412,1
101474,1
101483,1
101577,1
101594,1
102024,1
102421,1
103041,1
103124,1
103273,1
103274,1
103274,1
103597,1
103672,1
103686,1
103792,1
103864,1
104098,1
104586,1
104592,1
105113,1
105164,1
105164,1
105393,1
105429,1
105457,1
105640,1
106265,1
106561,1
106726,1
106908,1
107033,1
107033,1
107077,1
107151,1
107617,1
107643,1
107643,1
107842,1
108072,1
108227,1
108738,1
109018,1
109034,1
109331,1
109360,1
109410,1
109634,1
109824,1
109997,1
109997,1
110125,1
110213,1
110260,1
110260,1
110260,1
110388,1
110388,1
110475,1
110477,1
110477,1
110647,1
110729,1
110868,1
111505,1
111505,1
111540,1
111695,1
111948,1
112011,1
112036,1
112207,1
112238,1
112269,1
112331,1
112403,1
112418,1
112440,1
112543,1
112772,1
112800,1
112880,1
112966,1
113459,1
113472,1
113752,1
113753,1
114307,1
114323,1
114565,1
114588,1
114604,1
114611,1
114710,1
114822,1
115148,1
115171,1
115470,1
115470,1
115486,1
115509,1
115697,1
115992,1
116102,1
116102,1
116191,1
116295,1
116295,1
116331,1
117552,1
117552,1
118133,1
118133,1
118133,1
118215,1
118220,1
118509,1
118510,1
118633,1
118780,1
118855,1
118855,1
118855,1
118870,1
118870,1
118937,1
118937,1
119106,1
119147,1
119147,1
119229,1
119268,1
119268,1
119667,1
119676,1
119808,1
119808,1
119898,1
119898,1
119900,1
119943,1
119949,1
119949,1
119961,1
120054,1
120134,1
120385,1
120441,1
120562,1
120750,1
120780,1
120781,1
121078,1
121356,1
121580,1
121637,1
121660,1
121660,1
122374,1
122393,1
122439,1
122581,1
122606,1
122609,1
122666,1
123034,1
123088,1
123088,1
123155,1
123205,1
123288,1
123628,1
123648,1
124002,1
124013,1
124089,1
124089,1
124241,1
124241,1
125325,1
125359,1
125422,1
125730,1
125943,1
126277,1
126301,1
126475,1
126777,1
126777,1
126777,1
126777,1
126950,1
127190,1
127553,1
127580,1
127973,1
128007,1
128033,1
128039,1
128112,1
128283,1
128646,1
128646,1
128675,1
128757,1
128757,1
128757,1
128773,1
128997,1
129022,1
129022,1
129329,1
129329,1
129338,1
129356,1
129523,1
129523,1
129659,1
129704,1
129759,1
129943,1
130043,1
130059,1
130059,1
130059,1
130059,1
130471,1
130471,1
130565,1
130582,1
130657,1
130695,1
130704,1
130704,1
130714,1
130734,1
130734,1
131029,1
131029,1
131230,1
131283,1
131283,1
131331,1
131336,1
131541,1
131609,1
131638,1
131847,1
132276,1
132469,1
132774,1
132785,1
132960,1
132960,1
133194,1
133202,1
133205,1
133219,1
133222,1
133222,1
133512,1
134003,1
134080,1
134080,1
134278,1
134278,1
134278,1
134948,1
135095,1
135164,1
135409,1
135544,1
